DateTimestamp,Ticker,Asset,NetTradeAmount,Action
2023-01-24 19:50:53,VTPSX,Stocks,9608,Sell
2023-01-19 10:31:46,VTPSX,Bonds,1000,Buy
2023-01-21 10:56:38,VIIIX,Bonds,17464,Buy
2023-01-06 20:56:59,VBMPX,Stocks,1000,Sell
2023-02-03 16:00:27,VTPSX,Bonds,1000,Buy
2023-02-19 11:58:26,VBMPX,Bonds,2844,Sell
2023-01-23 17:00:27,VTPSX,Stocks,1000,Sell
2023-01-12 03:31:32,VTINX,Stocks,4949,Buy
2023-01-19 12:56:04,VTPSX,Stocks,14406,Sell
2023-02-14 18:26:10,VTINX,Bonds,1000,Buy
2023-01-21 20:48:33,VIIIX,Bonds,12820,Buy
2023-01-27 16:41:13,VBMPX,Bonds,1000,Sell
2023-02-05 00:42:26,VTPSX,Bonds,9135,Sell
2023-01-21 04:03:17,VTPSX,Bonds,4904,Buy
2023-01-12 07:16:15,VIIIX,Stocks,19216,Buy
2023-01-20 21:48:48,VTPSX,Bonds,9967,Sell
2023-01-27 19:55:49,VTPSX,Bonds,14903,Buy
2023-01-13 09:20:10,VBMPX,Stocks,2997,Sell
2023-02-20 12:10:00,VTINX,Bonds,7159,Buy
2023-01-22 12:10:16,VIIIX,Stocks,15399,Buy
2023-01-22 11:54:10,VIIIX,Stocks,15942,Buy
2023-01-26 18:57:01,VTPSX,Bonds,3658,Buy
2023-01-17 05:57:34,VTPSX,Stocks,11014,Sell
2023-01-16 07:23:29,VTPSX,Stocks,15384,Buy
2023-01-03 09:30:00,VIIIX,Bonds,13166,Buy
2023-01-09 18:47:36,VBMPX,Bonds,2844,Sell
2023-01-28 12:52:56,VIIIX,Stocks,24138,Buy
2023-01-29 03:12:28,VBMPX,Bonds,1000,Sell
2023-01-30 11:37:16,VTINX,Stocks,12711,Sell
2023-01-13 11:44:07,VIIIX,Stocks,21586,Buy
2023-01-31 18:29:23,VIIIX,Stocks,30500,Buy
2023-01-26 18:47:02,VBMPX,Bonds,1000,Sell
2023-01-18 13:50:18,VTINX,Bonds,1000,Buy
2023-02-08 00:34:14,VIIIX,Stocks,18030,Buy
2023-01-31 08:01:43,VTINX,Stocks,20614,Buy
2023-01-08 00:51:17,VTINX,Stocks,3371,Buy
2023-01-17 15:21:18,VBMPX,Bonds,1000,Sell
2023-01-17 09:51:44,VBMPX,Bonds,1000,Sell
2023-01-12 15:45:26,VTPSX,Bonds,1000,Sell
2023-01-13 21:29:07,VIIIX,Stocks,11512,Buy
2023-01-18 14:23:33,VIIIX,Bonds,22223,Buy
2023-01-24 20:34:19,VTPSX,Bonds,8472,Sell
2023-02-15 05:41:05,VTINX,Stocks,10141,Buy
2023-01-26 06:24:59,VBMPX,Bonds,1068,Buy
2023-01-07 16:31:53,VIIIX,Bonds,13382,Buy
2023-01-17 21:55:19,VTPSX,Bonds,1000,Sell
2023-01-20 03:23:01,VBMPX,Stocks,2183,Sell
2023-01-31 22:05:57,VTINX,Bonds,13943,Sell
2023-02-02 00:52:03,VTPSX,Bonds,4475,Buy
2023-01-21 19:21:57,VTINX,Stocks,11049,Buy
2023-02-08 11:53:43,VBMPX,Bonds,1000,Sell
2023-01-22 12:16:20,VBMPX,Stocks,1502,Sell
2023-01-30 01:06:20,VTINX,Bonds,1000,Buy
2023-02-12 13:00:36,VBMPX,Bonds,1000,Sell
2023-01-13 21:18:14,VTINX,Bonds,13736,Sell
2023-01-21 01:01:24,VIIIX,Bonds,4650,Buy
2023-01-10 07:24:10,VTINX,Stocks,8938,Buy
2023-01-29 14:43:24,VBMPX,Bonds,5674,Sell
2023-02-04 22:42:33,VIIIX,Stocks,19785,Buy
2023-02-07 22:23:30,VTPSX,Bonds,7697,Buy
2023-01-31 01:07:59,VTPSX,Stocks,1000,Sell
2023-02-07 04:29:07,VTPSX,Bonds,10105,Buy
2023-01-10 21:22:18,VTINX,Stocks,4832,Sell
2023-02-20 12:10:00,VBMPX,Bonds,1854,Sell
2023-01-14 09:00:12,VTPSX,Bonds,1000,Sell
2023-01-31 15:36:56,VIIIX,Bonds,10590,Buy
2023-02-14 06:00:14,VTPSX,Bonds,8481,Sell
2023-02-06 19:07:56,VTPSX,Stocks,4326,Sell
2023-02-02 05:11:19,VTINX,Stocks,17809,Buy
2023-02-13 16:11:59,VTPSX,Bonds,4623,Buy
2023-01-16 02:51:37,VIIIX,Stocks,26430,Buy
2023-01-14 08:03:31,VIIIX,Stocks,21662,Buy
2023-01-18 17:58:22,VTINX,Stocks,4384,Sell
2023-01-11 21:09:59,VTINX,Stocks,1571,Buy
2023-02-02 20:21:09,VIIIX,Bonds,10201,Buy
2023-01-12 23:38:11,VTINX,Stocks,10572,Buy
2023-01-06 03:32:35,VTINX,Bonds,1000,Sell
2023-01-20 21:24:21,VIIIX,Stocks,25672,Buy
2023-01-23 06:30:04,VTPSX,Stocks,5465,Sell
2023-01-19 11:45:10,VTPSX,Bonds,1000,Sell
2023-01-20 08:11:32,VTINX,Stocks,19039,Buy
2023-02-17 09:20:29,VBMPX,Bonds,1000,Sell
2023-01-27 08:42:00,VTINX,Bonds,8494,Buy
2023-02-18 02:13:19,VTPSX,Stocks,11448,Sell
2023-01-19 13:27:51,VBMPX,Bonds,1000,Sell
2023-01-30 00:53:18,VBMPX,Bonds,4360,Sell
2023-01-31 04:56:47,VIIIX,Stocks,23304,Buy
2023-01-18 08:09:07,VTINX,Stocks,17459,Sell
2023-01-03 09:30:00,VIIIX,Stocks,21103,Buy
2023-01-03 09:30:00,VTINX,Stocks,7920,Sell
2023-01-28 18:18:29,VIIIX,Stocks,27103,Buy
2023-01-12 21:43:56,VTPSX,Bonds,1000,Buy
2023-02-18 01:49:45,VTINX,Bonds,9072,Buy
2023-01-09 14:42:00,VIIIX,Stocks,21472,Buy
2023-02-02 03:12:00,VTINX,Bonds,17579,Buy
2023-02-20 12:10:00,VTPSX,Stocks,9823,Sell
2023-01-17 13:55:25,VTINX,Bonds,7601,Buy
2023-01-20 03:49:08,VTPSX,Bonds,1000,Buy
2023-01-31 17:40:36,VIIIX,Stocks,7468,Buy
2023-02-20 12:10:00,VBMPX,Bonds,1000,Sell
2023-01-21 22:53:14,VBMPX,Bonds,1000,Sell
2023-01-03 09:30:00,VBMPX,Bonds,4987,Sell
2023-02-02 19:07:04,VTPSX,Bonds,6870,Buy
2023-01-21 08:17:29,VTINX,Bonds,7219,Buy
2023-02-02 17:30:21,VTPSX,Stocks,6838,Buy
2023-01-12 16:48:05,VTINX,Bonds,2251,Buy
2023-01-19 02:39:10,VTPSX,Stocks,1000,Sell
2023-01-06 09:09:58,VTINX,Bonds,1000,Buy
2023-02-03 18:57:59,VIIIX,Stocks,14260,Buy
2023-02-01 02:47:55,VBMPX,Bonds,1000,Sell
2023-01-29 02:04:12,VTPSX,Bonds,1741,Buy
2023-01-24 05:06:53,VBMPX,Bonds,1000,Sell
2023-01-18 11:52:30,VTPSX,Stocks,11229,Sell
2023-01-24 02:09:55,VTPSX,Bonds,2831,Buy
2023-01-05 22:41:45,VTPSX,Bonds,1000,Buy
2023-01-09 18:47:18,VTPSX,Bonds,7670,Sell
2023-02-06 21:16:08,VTINX,Stocks,7856,Buy
2023-02-16 04:11:45,VBMPX,Bonds,1000,Sell
2023-01-21 22:16:06,VBMPX,Bonds,5288,Sell
2023-02-02 04:27:40,VTPSX,Bonds,11352,Buy
2023-02-08 09:03:55,VIIIX,Stocks,22275,Buy
2023-02-09 20:02:35,VTPSX,Bonds,3872,Buy
2023-02-01 14:25:24,VBMPX,Bonds,1000,Sell
2023-02-02 01:28:58,VIIIX,Bonds,10289,Buy
2023-02-18 04:42:47,VTPSX,Bonds,9044,Buy
2023-01-29 18:49:06,VTINX,Stocks,1000,Buy
2023-02-07 11:49:54,VBMPX,Bonds,5239,Sell
2023-02-18 07:58:57,VIIIX,Stocks,10148,Buy
2023-02-03 10:13:46,VIIIX,Stocks,11463,Buy
2023-02-11 20:01:05,VTINX,Stocks,13865,Buy
2023-02-19 00:16:26,VTPSX,Bonds,9415,Buy
2023-02-08 10:14:32,VTINX,Stocks,16279,Buy
2023-01-23 22:02:30,VTINX,Bonds,13984,Buy
2023-01-26 11:12:23,VBMPX,Bonds,5918,Sell
2023-02-06 09:49:00,VTINX,Bonds,8528,Buy
2023-01-29 15:12:10,VTINX,Stocks,19493,Buy
2023-02-04 04:38:26,VTINX,Bonds,4820,Buy
2023-02-03 22:42:54,VTPSX,Stocks,20573,Sell
2023-01-22 05:15:40,VTINX,Stocks,13803,Buy
2023-02-08 03:51:03,VTPSX,Bonds,11699,Buy
2023-01-27 15:17:24,VBMPX,Stocks,1000,Sell
2023-01-10 23:13:15,VTINX,Stocks,6743,Buy
2023-01-27 17:34:18,VBMPX,Bonds,1000,Sell
2023-02-20 12:10:00,VBMPX,Bonds,1000,Sell
2023-02-03 04:22:15,VIIIX,Stocks,11060,Buy
2023-01-30 21:57:18,VTPSX,Bonds,9618,Sell
2023-01-14 01:15:46,VTPSX,Bonds,6800,Sell
2023-01-31 07:16:11,VBMPX,Bonds,1000,Sell
2023-01-03 09:30:00,VIIIX,Stocks,26369,Buy
2023-01-23 02:44:16,VTINX,Bonds,1000,Buy
2023-02-06 00:52:22,VBMPX,Bonds,1000,Sell
2023-02-07 19:26:04,VBMPX,Bonds,1000,Sell
2023-01-13 09:16:40,VTINX,Stocks,12177,Sell
2023-02-08 04:38:11,VTINX,Stocks,10882,Buy
2023-01-15 16:01:48,VBMPX,Stocks,8012,Sell
2023-02-08 06:51:03,VTINX,Stocks,24421,Buy
2023-01-18 03:36:19,VIIIX,Stocks,23292,Buy
2023-02-04 15:10:14,VIIIX,Bonds,18856,Buy
2023-01-06 08:38:46,VIIIX,Bonds,16809,Buy
2023-01-11 08:30:42,VIIIX,Stocks,21322,Buy
2023-02-07 11:54:32,VIIIX,Bonds,25906,Buy
2023-01-23 08:42:52,VBMPX,Bonds,1000,Sell
2023-01-26 09:40:38,VTPSX,Bonds,8944,Sell
2023-02-01 09:12:36,VTINX,Stocks,29854,Buy
2023-01-23 20:17:18,VIIIX,Stocks,18210,Buy
2023-01-19 14:25:46,VIIIX,Stocks,23818,Buy
2023-01-22 02:19:38,VTPSX,Stocks,6211,Sell
2023-02-04 04:43:41,VTINX,Stocks,1312,Buy
2023-01-22 23:27:43,VTINX,Stocks,18833,Buy
2023-02-13 00:10:41,VBMPX,Bonds,1000,Sell
2023-02-18 12:18:35,VIIIX,Stocks,8875,Buy
2023-01-19 15:16:56,VTPSX,Stocks,1000,Sell
2023-01-25 14:05:57,VTPSX,Bonds,1581,Sell
2023-01-30 19:30:15,VTPSX,Stocks,5639,Buy
2023-01-28 17:05:17,VIIIX,Stocks,22893,Buy
2023-02-15 16:35:18,VTPSX,Stocks,11198,Sell
2023-01-03 09:30:00,VTPSX,Bonds,2795,Sell
2023-02-11 18:43:03,VBMPX,Bonds,2984,Buy
2023-01-17 22:08:07,VTINX,Bonds,18057,Buy
2023-01-22 14:16:29,VTPSX,Stocks,22715,Sell
2023-01-30 14:05:37,VIIIX,Stocks,28678,Buy
2023-02-14 11:32:46,VTPSX,Stocks,1000,Buy
2023-02-20 12:10:00,VTPSX,Bonds,4550,Sell
2023-01-03 09:30:00,VTINX,Stocks,8436,Buy
2023-01-30 10:58:42,VIIIX,Bonds,26552,Buy
2023-01-29 19:38:23,VBMPX,Stocks,2958,Sell
2023-01-03 09:30:00,VTINX,Bonds,2322,Buy
2023-02-12 15:44:59,VBMPX,Bonds,2542,Sell
2023-02-04 23:12:35,VTINX,Stocks,4676,Sell
2023-01-23 22:48:31,VTINX,Bonds,7755,Buy
2023-01-11 21:45:31,VTPSX,Bonds,1313,Sell
2023-02-10 07:34:07,VTPSX,Bonds,5977,Buy
2023-02-09 23:34:04,VTINX,Stocks,22163,Sell
2023-02-12 03:39:12,VTPSX,Stocks,17458,Buy
2023-01-06 07:11:01,VTINX,Stocks,19725,Buy
2023-01-15 00:16:04,VTPSX,Bonds,5074,Sell
2023-02-04 04:31:23,VBMPX,Bonds,1000,Sell
2023-02-04 06:02:53,VTINX,Stocks,8554,Buy
2023-01-28 20:58:19,VTPSX,Bonds,10590,Sell
2023-02-04 06:14:28,VBMPX,Bonds,2226,Sell
2023-01-27 21:20:17,VTPSX,Stocks,10883,Sell
2023-01-19 18:23:16,VTPSX,Bonds,12322,Buy
2023-02-05 06:19:25,VBMPX,Bonds,1000,Sell
2023-02-10 20:11:23,VTINX,Stocks,2573,Buy
2023-02-01 11:43:03,VTPSX,Bonds,4836,Buy
2023-02-13 10:14:19,VTINX,Bonds,6250,Buy
2023-01-24 07:07:39,VIIIX,Bonds,2516,Buy
2023-01-31 20:33:14,VTPSX,Stocks,7662,Sell
2023-01-20 01:46:34,VTPSX,Bonds,7689,Sell
2023-02-09 07:45:13,VTPSX,Bonds,7539,Buy
2023-02-13 03:16:28,VIIIX,Stocks,7215,Buy
2023-02-08 06:13:03,VBMPX,Bonds,1000,Sell
2023-01-29 14:42:21,VTINX,Bonds,19530,Buy
2023-02-11 07:16:20,VIIIX,Stocks,30500,Buy
2023-01-12 08:52:24,VIIIX,Stocks,30500,Buy
2023-01-08 22:18:26,VBMPX,Bonds,1000,Sell
2023-02-20 12:10:00,VIIIX,Stocks,19572,Buy
2023-01-22 00:43:03,VTPSX,Stocks,1000,Sell
2023-01-19 17:28:08,VTINX,Bonds,14062,Buy
2023-02-14 05:57:02,VTPSX,Bonds,9149,Sell
2023-01-16 06:10:57,VTINX,Bonds,11972,Buy
2023-01-05 20:01:16,VTPSX,Bonds,1000,Sell
2023-02-04 05:02:25,VTINX,Bonds,10770,Buy
2023-02-20 12:10:00,VTPSX,Stocks,12530,Sell
2023-01-29 04:06:45,VIIIX,Stocks,17074,Buy
2023-01-03 09:30:00,VIIIX,Bonds,18111,Buy
2023-01-27 00:22:34,VBMPX,Bonds,1000,Sell
2023-01-03 09:30:00,VIIIX,Stocks,11469,Buy
2023-01-29 02:31:18,VTPSX,Stocks,11074,Sell
2023-01-04 20:21:57,VTINX,Stocks,10528,Buy
2023-02-20 12:10:00,VTINX,Bonds,17749,Sell
2023-01-22 22:44:33,VIIIX,Stocks,16159,Buy
2023-02-20 12:10:00,VTINX,Bonds,1000,Buy
2023-02-15 06:42:12,VTPSX,Bonds,3292,Buy
2023-02-11 22:46:48,VBMPX,Stocks,15707,Sell
2023-02-03 06:58:28,VBMPX,Stocks,5664,Sell
2023-01-09 06:56:39,VTINX,Stocks,4078,Buy
2023-01-30 21:17:25,VIIIX,Stocks,30500,Buy
2023-02-07 15:06:09,VIIIX,Stocks,10563,Buy
2023-02-20 12:10:00,VTINX,Bonds,8724,Buy
2023-01-19 02:27:32,VIIIX,Stocks,28475,Buy
2023-01-30 19:25:21,VIIIX,Bonds,1846,Buy
2023-01-16 10:22:26,VTPSX,Bonds,11460,Sell
2023-01-20 02:38:21,VIIIX,Stocks,13931,Buy
2023-01-30 02:21:38,VTPSX,Bonds,2174,Sell
2023-01-27 21:34:50,VTINX,Stocks,17429,Buy
2023-02-19 11:36:32,VTPSX,Bonds,13223,Buy
2023-02-04 13:45:08,VIIIX,Bonds,10813,Buy
2023-02-03 20:01:51,VBMPX,Bonds,4480,Sell
2023-01-16 21:19:12,VTPSX,Stocks,20970,Sell
2023-01-08 08:40:57,VIIIX,Stocks,21242,Buy
2023-01-28 19:08:19,VTINX,Stocks,22304,Buy
2023-01-23 22:13:18,VIIIX,Bonds,13538,Buy
2023-01-03 09:30:00,VTINX,Bonds,3215,Buy
2023-02-01 02:29:00,VIIIX,Stocks,21318,Sell
2023-02-19 02:24:19,VTINX,Stocks,11736,Buy
2023-01-21 07:59:10,VIIIX,Stocks,11126,Buy
2023-01-22 00:35:11,VTINX,Bonds,17250,Buy
2023-01-04 22:07:58,VIIIX,Stocks,25527,Buy
2023-02-20 12:10:00,VTPSX,Stocks,3512,Sell
2023-01-27 10:34:38,VTPSX,Bonds,10942,Buy
2023-02-10 10:29:39,VBMPX,Bonds,1000,Sell
2023-02-09 20:26:22,VTPSX,Bonds,11935,Sell
2023-01-31 19:32:56,VTPSX,Stocks,25005,Sell
2023-02-01 17:38:35,VTPSX,Bonds,3373,Buy
2023-02-11 04:42:22,VIIIX,Bonds,17117,Buy
2023-01-06 22:00:48,VTINX,Stocks,7522,Buy
2023-02-06 11:18:12,VTPSX,Bonds,10695,Buy
2023-01-10 19:22:03,VTINX,Bonds,3414,Buy
2023-01-27 06:39:07,VTINX,Bonds,2045,Buy
2023-01-30 22:42:32,VIIIX,Bonds,13402,Buy
2023-01-26 03:10:01,VBMPX,Bonds,3198,Sell
2023-01-25 02:36:30,VBMPX,Bonds,1000,Sell
2023-01-23 14:13:52,VBMPX,Bonds,1000,Sell
2023-01-23 05:09:37,VTINX,Bonds,25694,Buy
2023-02-01 05:38:42,VBMPX,Bonds,1000,Sell
2023-01-12 07:19:51,VTPSX,Bonds,7214,Buy
2023-01-29 11:08:21,VTINX,Stocks,8867,Buy
2023-01-09 02:34:17,VIIIX,Stocks,11781,Buy
2023-01-07 03:29:14,VTINX,Bonds,4832,Buy
2023-02-06 12:39:17,VIIIX,Stocks,18463,Buy
2023-01-08 13:36:09,VTINX,Stocks,15690,Buy
2023-01-08 03:45:52,VTINX,Stocks,6484,Sell
2023-01-12 03:12:59,VTPSX,Bonds,1000,Buy
2023-02-20 12:10:00,VTPSX,Stocks,3942,Sell
2023-02-04 22:16:39,VIIIX,Bonds,19366,Buy
2023-01-22 00:48:00,VIIIX,Stocks,29515,Buy
2023-01-28 21:25:02,VIIIX,Bonds,12311,Buy
2023-01-03 09:30:00,VTPSX,Bonds,1000,Buy
2023-02-16 03:13:42,VBMPX,Bonds,1000,Sell
2023-02-11 11:24:25,VTINX,Stocks,12372,Buy
2023-01-08 17:04:50,VTINX,Stocks,7836,Buy
2023-02-01 22:13:38,VBMPX,Bonds,1272,Sell
2023-02-09 14:11:03,VTINX,Stocks,13165,Buy
2023-01-24 10:00:17,VIIIX,Stocks,21131,Buy
2023-01-31 23:39:18,VTINX,Stocks,11162,Buy
2023-02-02 07:07:09,VTINX,Bonds,13705,Sell
2023-01-15 15:25:46,VBMPX,Stocks,18216,Sell
2023-01-03 09:30:00,VTPSX,Bonds,5670,Sell
2023-01-03 09:30:00,VBMPX,Stocks,1000,Sell
2023-01-18 22:41:20,VTINX,Bonds,8109,Buy
2023-01-29 02:17:55,VBMPX,Stocks,7785,Sell
2023-01-18 07:22:23,VTPSX,Bonds,5274,Sell
2023-01-25 05:09:38,VTINX,Stocks,12696,Buy
2023-01-31 04:46:45,VTINX,Stocks,25333,Sell
2023-01-22 15:41:27,VTINX,Bonds,16264,Buy
2023-01-25 16:06:56,VTINX,Stocks,5468,Sell
2023-02-01 17:17:02,VBMPX,Stocks,1000,Buy
2023-01-09 07:43:44,VTINX,Bonds,4115,Buy
2023-01-24 11:07:02,VBMPX,Bonds,6445,Sell
2023-02-02 13:12:44,VBMPX,Bonds,12054,Sell
2023-01-25 20:13:30,VTINX,Stocks,18126,Buy
2023-01-13 20:22:33,VIIIX,Stocks,14994,Buy
2023-02-12 03:54:12,VTPSX,Bonds,3853,Buy
2023-02-05 06:47:49,VIIIX,Stocks,4000,Buy
2023-01-26 15:16:33,VBMPX,Bonds,1000,Sell
2023-02-07 20:25:42,VTINX,Bonds,3218,Buy
2023-01-18 01:30:19,VIIIX,Stocks,22803,Buy
2023-01-10 03:09:42,VIIIX,Stocks,17002,Buy
2023-02-01 16:17:03,VTPSX,Bonds,18448,Buy
2023-01-29 09:15:28,VTINX,Stocks,6322,Buy
2023-02-07 16:02:02,VTPSX,Bonds,12272,Buy
2023-01-21 02:47:51,VTINX,Stocks,4500,Buy
2023-01-17 03:56:05,VTINX,Bonds,8958,Sell
2023-02-05 16:33:59,VBMPX,Bonds,1000,Sell
2023-01-22 02:48:18,VIIIX,Stocks,18466,Buy
2023-01-03 09:30:00,VIIIX,Bonds,8108,Buy
2023-01-31 20:19:46,VTPSX,Bonds,9692,Buy
2023-02-20 12:10:00,VTPSX,Stocks,10860,Sell
2023-01-31 17:50:33,VTPSX,Bonds,9025,Sell
2023-01-06 19:43:36,VTINX,Bonds,12934,Sell
2023-02-12 07:16:46,VTPSX,Stocks,1594,Buy
2023-01-09 08:37:11,VBMPX,Bonds,1000,Sell
2023-01-20 00:55:05,VIIIX,Stocks,26196,Buy
2023-01-28 23:31:44,VTPSX,Stocks,7144,Buy
2023-02-13 19:43:55,VTINX,Bonds,2503,Buy
2023-01-03 09:30:00,VTPSX,Stocks,16005,Sell
2023-01-28 11:22:53,VBMPX,Bonds,1000,Sell
2023-01-31 15:03:31,VIIIX,Bonds,17748,Buy
2023-02-06 20:10:23,VBMPX,Bonds,1000,Sell
2023-01-25 00:12:40,VBMPX,Bonds,1000,Sell
2023-01-14 13:31:09,VTINX,Bonds,10844,Buy
2023-01-24 04:21:12,VBMPX,Bonds,1000,Sell
2023-01-03 09:30:00,VTINX,Stocks,4900,Buy
2023-02-07 12:03:48,VTINX,Stocks,28459,Buy
2023-02-06 20:31:47,VTINX,Stocks,16953,Buy
2023-01-03 09:30:00,VIIIX,Stocks,13349,Buy
2023-01-28 04:26:36,VIIIX,Bonds,12014,Buy
2023-02-06 00:22:33,VTPSX,Stocks,8684,Sell
2023-01-15 05:55:04,VTINX,Stocks,22808,Buy
2023-02-12 02:10:48,VTPSX,Bonds,3042,Buy
2023-01-30 23:39:02,VBMPX,Bonds,1000,Sell
2023-01-11 16:40:08,VBMPX,Bonds,1000,Sell
2023-01-27 11:38:58,VIIIX,Stocks,26967,Buy
2023-01-30 01:27:56,VTINX,Stocks,13341,Sell
2023-02-20 12:10:00,VIIIX,Stocks,14169,Buy
2023-02-17 07:22:42,VTINX,Bonds,15017,Buy
2023-02-11 12:42:25,VIIIX,Bonds,7817,Buy
2023-02-01 13:42:08,VIIIX,Bonds,8012,Buy
2023-01-07 03:18:52,VIIIX,Stocks,21874,Buy
2023-01-14 09:14:38,VBMPX,Bonds,1000,Sell
2023-01-31 14:49:50,VBMPX,Bonds,1000,Sell
2023-01-22 00:46:14,VBMPX,Bonds,1000,Sell
2023-01-24 11:53:38,VBMPX,Stocks,7229,Sell
2023-01-21 12:42:02,VBMPX,Bonds,8346,Sell
2023-02-02 09:46:37,VIIIX,Stocks,26410,Buy
2023-01-03 11:21:09,VTINX,Bonds,18961,Buy
2023-01-07 04:49:50,VBMPX,Bonds,1199,Sell
2023-01-27 11:15:01,VBMPX,Bonds,2381,Sell
2023-02-14 04:03:42,VTINX,Stocks,19632,Buy
2023-02-13 04:08:40,VTPSX,Stocks,3729,Buy
2023-02-08 11:47:26,VIIIX,Bonds,14718,Buy
2023-01-18 17:53:04,VTPSX,Bonds,10924,Sell
2023-01-03 09:30:00,VTINX,Stocks,15523,Buy
2023-01-07 14:41:53,VTPSX,Stocks,17048,Sell
2023-01-28 08:03:13,VIIIX,Stocks,19295,Buy
2023-01-24 15:43:02,VTINX,Stocks,7474,Buy
2023-01-30 03:53:56,VTINX,Bonds,13849,Buy
2023-02-20 11:50:58,VTINX,Bonds,17697,Buy
2023-02-10 14:01:22,VTPSX,Stocks,1000,Sell
2023-01-03 09:30:00,VTPSX,Bonds,1000,Buy
2023-01-18 01:56:58,VIIIX,Stocks,10516,Buy
2023-01-19 17:59:17,VBMPX,Bonds,1000,Buy
2023-01-30 04:24:36,VTPSX,Stocks,8140,Sell
2023-01-12 01:54:30,VBMPX,Bonds,1000,Sell
2023-02-08 23:31:39,VBMPX,Bonds,1000,Sell
2023-01-23 03:46:09,VTINX,Bonds,8568,Buy
2023-02-11 19:15:38,VTPSX,Bonds,1906,Buy
2023-01-13 23:41:10,VTINX,Stocks,4925,Sell
2023-02-08 10:21:13,VTINX,Stocks,11630,Sell
2023-01-30 03:22:02,VTPSX,Bonds,6138,Buy
